area_type,availability,location,bhk,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,AGS Layout,3,1936.0,3.0,0.0,110.0
Super built-up  Area,Ready To Move,Coffee Board Layout,3,1652.5,3.0,2.0,90.0
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3,2159.0,3.0,2.0,110.0
Plot  Area,Ready To Move,south,3,2400.0,2.0,0.0,480.0
Plot  Area,Ready To Move,Rainbow Drive,3,1500.0,3.0,2.0,138.0
Super built-up  Area,Ready To Move,Kamala Nagar,2,700.0,2.0,0.0,43.0
Built-up  Area,Ready To Move,3rd Block Koramangala,3,1750.0,3.0,3.0,170.0
Plot  Area,Ready To Move,Kanaka Nagar,3,1365.0,3.0,0.0,99.0
Built-up  Area,Ready To Move,Mathikere,6,1800.0,3.0,2.0,105.0
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3,900.0,4.0,2.0,180.0
Super built-up  Area,Ready To Move,Peenya,2,708.0,1.0,1.0,55.0
Built-up  Area,Ready To Move,Wilson Garden,3,1680.0,3.0,3.0,135.0
Super built-up  Area,Ready To Move,Jakkasandra Extension,2,990.0,2.0,2.0,58.0
Built-up  Area,Ready To Move,Seshadripuram,2,1240.0,2.0,1.0,100.0
Built-up  Area,Ready To Move,Ganesha Block,3,1810.0,3.0,3.0,118.0
Super built-up  Area,19-Dec,4th Block Jayanagar,3,2005.0,3.0,2.0,240.0
Super built-up  Area,Ready To Move,Shikaripalya,2,1265.0,2.0,1.0,58.0
Built-up  Area,Ready To Move,Friends Colony,2,1035.0,2.0,2.0,44.0
Built-up  Area,Ready To Move,2nd Block Jayanagar,2,1000.0,2.0,1.0,97.0
Plot  Area,Ready To Move,Malur Hosur Road,6,2800.0,4.0,3.0,100.0
Plot  Area,Ready To Move,Lakshmipura Vidyaanyapura,8,3500.0,6.0,2.0,120.0
Built-up  Area,Ready To Move,Nagaraja Garden,3,1430.0,3.0,1.0,78.65
Plot  Area,Ready To Move,Nagawara Junction,2,600.0,2.0,0.0,30.0
Built-up  Area,Ready To Move,Hegganahalli,1,1200.0,2.0,1.0,45.0
Built-up  Area,18-Aug,Rajanna Layout,2,1116.0,2.0,1.0,37.6
Built-up  Area,Ready To Move,Devasthanagalu,2,1090.0,2.0,2.0,45.0
Plot  Area,Ready To Move,Hallehalli,4,1260.0,4.0,2.0,65.0
Super built-up  Area,Ready To Move,Jayamahal Extension,4,2250.0,4.0,1.0,400.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4,1200.0,4.0,1.0,225.0
Plot  Area,Ready To Move,Wilson Garden,6,4000.0,6.0,3.0,850.0
Super built-up  Area,Ready To Move,Green View Layout,2,1000.0,2.0,1.0,36.0
Super built-up  Area,18-Apr,Marenahalli,1,840.0,1.0,0.0,75.0
Super built-up  Area,Ready To Move,Shettigere,3,1760.0,2.0,1.0,116.0
Super built-up  Area,Ready To Move,Badavala Nagar,2,1145.0,2.0,2.0,57.0
Built-up  Area,Ready To Move,Rahat Bagh,4,3900.0,5.0,1.0,550.0
Super built-up  Area,Ready To Move,Omarbagh Layout,4,3317.5,5.0,0.0,268.5
Plot  Area,Ready To Move,Chikkasandra,2,600.0,1.0,1.0,52.0
Super built-up  Area,Ready To Move,Devarabeesana Halli,3,1670.0,3.0,2.0,160.0
Super built-up  Area,Ready To Move,Akshayanagara West,2,1410.0,2.0,2.0,75.0
Built-up  Area,18-Feb,Escorts Colony,5,2400.0,5.0,2.0,93.0
Super built-up  Area,18-Dec,Srinivasa Nagar,3,1200.0,2.0,2.0,75.6
Plot  Area,Ready To Move,3rd Block Hrbr Layout,4,1200.0,3.0,1.0,210.0
Plot  Area,18-May,"asha township, off hennur road",5,2400.0,5.0,3.0,285.0
Plot  Area,Ready To Move,1A Block Koramangala,4,2360.0,4.0,1.0,650.0
Super built-up  Area,Ready To Move,Near International Airport,4,2100.0,4.0,2.0,150.0
Plot  Area,Ready To Move,Sector 1 HSR Layout,2,600.0,2.0,1.0,120.0
Super built-up  Area,Ready To Move,NTI Layout,2,1200.0,2.0,2.0,52.5
Super built-up  Area,18-May,Vasanth nagar,4,2328.0,4.0,1.0,528.0
Built-up  Area,Ready To Move,Glass Factory Layout,3,1539.0,3.0,2.0,60.0
Super built-up  Area,Ready To Move,Dasappa Layout,2,920.0,2.0,1.0,46.0
Built-up  Area,Ready To Move,4th T block Jayanagar,4,1550.0,4.0,1.0,120.0
Super built-up  Area,20-Jun,Sonam Layout,2,905.0,2.0,1.0,50.0
Super built-up  Area,Ready To Move,CR Layout,3,1495.0,3.0,2.0,200.0
Super built-up  Area,Ready To Move,Vishveshwarya Layout,6,2100.0,6.0,0.0,92.0
Super built-up  Area,Ready To Move,BTM 4th Stage,3,1455.0,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Jalahalli West,1,550.0,1.0,1.0,23.0
Plot  Area,Ready To Move,Vishveshwarya Layout,4,7000.0,4.0,2.0,210.0
Super built-up  Area,Ready To Move,Srinivasa Nagar,5,4000.0,3.0,0.0,130.0
Super built-up  Area,18-May,Gollahalli,2,1060.0,2.0,1.0,53.0
Super built-up  Area,Ready To Move,AGS Layout,3,1080.0,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Gollahalli,3,1570.0,3.0,2.0,78.0
Super built-up  Area,Ready To Move,Arekempanahalli,3,1537.0,3.0,2.0,110.0
Super built-up  Area,Ready To Move,Devarabeesana Halli,3,1750.0,3.0,2.0,150.0
Built-up  Area,Ready To Move,Chamundi Nagar,7,2800.0,7.0,1.0,250.0
Super built-up  Area,Ready To Move,Silk Board,2,1020.0,2.0,3.0,48.0
Super built-up  Area,Ready To Move,MRCR Layout,2,1191.0,2.0,1.0,90.0
Super built-up  Area,18-Apr,Kacharakanahalli,2,865.0,2.0,1.0,35.11
Built-up  Area,Ready To Move,Shettihalli,4,2100.0,4.0,1.0,90.0
Plot  Area,Ready To Move,Marsur,3,1200.0,3.0,1.0,150.0
Super built-up  Area,Ready To Move,OLd Gurappanapalya,4,2849.0,5.0,2.0,250.0
Built-up  Area,Ready To Move,Doctors Layout,2,1000.0,2.0,2.0,42.0
Super built-up  Area,18-Aug,Udaya Nagar,2,1225.0,2.0,2.0,47.0
Plot  Area,Ready To Move,New Thippasandra,6,2400.0,6.0,3.0,400.0
Super built-up  Area,Ready To Move,Maithri Layout,3,1685.0,3.0,2.0,60.0
Super built-up  Area,Ready To Move,Kachanayakanahalli,2,827.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,2,1050.0,2.0,1.0,50.0
Super built-up  Area,18-Jan,Vasanth nagar,4,4750.0,6.0,1.0,1102.0
Plot  Area,Ready To Move,2nd Block Hrbr Layout,3,4273.0,3.0,2.0,1100.0
Super built-up  Area,Ready To Move,B Narayanapura,2,1060.0,2.0,1.0,49.27
Super built-up  Area,Ready To Move,Sai Gardens,2,1261.0,2.0,2.0,61.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2,1100.0,2.0,2.0,46.0
Plot  Area,Ready To Move,Ullal Road,4,3400.0,4.0,2.0,190.0
Super built-up  Area,Ready To Move,Doddakammanahalli,2,1180.0,2.0,2.0,56.0
Super built-up  Area,Ready To Move,Jakkasandra Extension,2,1205.0,2.0,1.0,70.0
Super built-up  Area,Ready To Move,BEML Layout,2,1194.0,2.0,1.0,65.0
Super built-up  Area,18-Apr,Jagajyothi layout,2,1250.0,2.0,3.0,58.0
Super built-up  Area,Ready To Move,Nobo Nagar,3,1424.0,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3,1250.0,3.0,1.0,55.0
Plot  Area,18-Mar,Kuvempu Layout,3,2200.0,4.0,2.0,160.0
Built-up  Area,Ready To Move,Srirampura,2,1230.0,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Maithri Layout,3,1540.0,3.0,3.0,76.0
Super built-up  Area,Ready To Move,Kaveri Nagar,3,1900.0,3.0,3.0,155.0
Plot  Area,Ready To Move,T G extension,2,1200.0,1.0,2.0,95.0
Plot  Area,18-Mar,2nd Block Koramangala,7,5400.0,5.0,2.0,972.0
Super built-up  Area,Ready To Move,JCR Layout,2,1060.0,2.0,2.0,37.0
Super built-up  Area,Ready To Move,Devi Nagar,2,1100.0,2.0,1.0,61.0
Plot  Area,Ready To Move,GKW Layout,4,1350.0,4.0,2.0,225.0
Super built-up  Area,18-May,8th Block Jayanagar,2,1100.0,2.0,2.0,110.0
Built-up  Area,Ready To Move,OLd Gurappanapalya,3,1942.0,3.0,1.0,155.0
Plot  Area,Ready To Move,AMS Layout,3,1200.0,4.0,2.0,80.0
Super built-up  Area,Ready To Move,rr nagar,2,1400.0,2.0,2.0,60.0
Built-up  Area,Ready To Move,"Varthur Road,",2,1330.0,2.0,1.0,64.0
Super built-up  Area,Ready To Move,VGP Layout,3,1515.0,3.0,3.0,90.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3,1464.0,3.0,3.0,56.0
Super built-up  Area,Ready To Move,Green Woods Layout,2,1206.0,2.0,1.0,53.0
Plot  Area,Ready To Move,Roopena Agrahara,4,1200.0,4.0,1.0,95.0
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,2,1250.0,2.0,1.0,58.0
Super built-up  Area,18-Aug,Venkateshpuram,2,625.0,2.0,1.0,24.0
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road,",3,1300.0,3.0,2.0,64.0
Built-up  Area,Ready To Move,Kurubarahalli,1,1200.0,1.0,0.0,69.0
Super built-up  Area,18-May,Vishwapriya Layout,3,1250.0,3.0,2.0,38.0
Super built-up  Area,Ready To Move,Dodsworth Layout,3,1717.0,3.0,3.0,99.0
Built-up  Area,Ready To Move,Mullur,3,2099.0,3.0,2.0,95.0
Plot  Area,Ready To Move,Hegganahalli,1,1200.0,1.0,0.0,48.0
Plot  Area,Ready To Move,Prashanth Nagar,5,4050.0,4.0,1.0,600.0
Built-up  Area,Ready To Move,Nagaraja Garden,3,1430.0,2.0,1.0,78.65
Super built-up  Area,Ready To Move,VGP Layout,3,2108.0,3.0,3.0,85.0
Super built-up  Area,Ready To Move,Ejipura,2,1190.0,2.0,1.0,70.0
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road,",2,900.0,2.0,1.0,41.0
Super built-up  Area,19-Dec,J.P.nagar 6th Phase.Sarakki Nagar,4,2690.0,4.0,2.0,185.0
Built-up  Area,Ready To Move,1st Block BEL Layout,4,1800.0,5.0,1.0,250.0
Super built-up  Area,19-Dec,Dodsworth Layout,3,1594.0,3.0,2.0,99.0
Super built-up  Area,Ready To Move,Kaverappa Layout,2,1250.0,2.0,1.0,68.0
Plot  Area,Ready To Move,Kothnur Narayanapura,2,1290.0,1.0,0.0,77.5
Built-up  Area,Ready To Move,Amruthnagar,2,1150.0,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Ambedkar Colony,2,1464.0,2.0,1.0,145.0
Plot  Area,Ready To Move,Lakshmipura,2,1200.0,2.0,0.0,75.0
Built-up  Area,Ready To Move,Hongasandra,2,1065.0,2.0,1.0,45.0
Plot  Area,Ready To Move,BEL Road,5,4000.0,4.0,2.0,1000.0
Super built-up  Area,Ready To Move,Doddabele,2,750.0,2.0,1.0,36.0
Built-up  Area,Ready To Move,Race Course Road,4,2500.0,4.0,1.0,450.0
Super built-up  Area,Ready To Move,Srirampuram,3,1485.0,2.0,1.0,156.0
Super built-up  Area,Ready To Move,Ejipura,3,2070.0,3.0,3.0,135.0
Built-up  Area,Ready To Move,Manorayana Palya,3,1600.0,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2,1100.0,2.0,1.0,38.49
Super built-up  Area,Ready To Move,Lingarajapuram,2,800.0,2.0,1.0,55.0
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,2,900.0,1.0,1.0,44.0
Super built-up  Area,Ready To Move,Ganga Nagar,3,1480.0,2.0,2.0,125.0
Plot  Area,Ready To Move,Sadahalli,3,3800.0,2.0,2.0,130.0
Super built-up  Area,Ready To Move,Mathikere,2,1500.0,2.0,2.0,130.0
Super built-up  Area,Ready To Move,Anand nagar,3,2010.0,3.0,3.0,125.0
Super built-up  Area,Ready To Move,Sathya Layout,3,1504.0,2.0,2.0,100.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,5,2000.0,4.0,2.0,145.0
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2,2040.0,2.0,2.0,59.0
Super built-up  Area,18-May,Shanti Nagar,3,1602.0,2.0,1.0,165.0
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,4,1200.0,4.0,1.0,130.0
Built-up  Area,Ready To Move,Jayamahal,3,1800.0,3.0,1.0,220.0
Plot  Area,Ready To Move,Veer Sandra,3,1500.0,3.0,0.0,72.0
Built-up  Area,Ready To Move,Chennappa Layout,3,1280.0,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2,900.0,2.0,1.0,45.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2,1095.0,2.0,1.0,38.33
Super built-up  Area,18-Oct,Chennammana Kere,2,1145.0,2.0,2.0,58.4
Super built-up  Area,Ready To Move,RMV Extension Stage 2,3,1862.0,3.0,3.0,120.0
Built-up  Area,Ready To Move,Sadanand Nagar,3,2700.0,3.0,3.0,200.0
Built-up  Area,18-Dec,"Whietfield,",3,1677.0,3.0,2.0,98.0
Built-up  Area,Ready To Move,Hosapalya,8,2500.0,8.0,3.0,95.0
Built-up  Area,Ready To Move,Hennur Gardens,3,1490.0,2.0,1.0,115.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,1550.0,3.0,1.0,59.0
Super built-up  Area,Ready To Move,Jeevan bima nagar,3,1740.0,3.0,3.0,120.0
Super built-up  Area,Ready To Move,B Narayanapura,2,1020.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Basava Nagar,1,550.0,1.0,1.0,16.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2,1492.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Lavakusha Nagar,3,1431.0,3.0,2.0,65.0
Plot  Area,18-May,Outer Ring Road East,3,3664.0,3.0,2.0,325.0
Plot  Area,Ready To Move,Singanayakanahalli,2,690.0,2.0,0.0,42.0
Plot  Area,Ready To Move,Mahalakshmi Puram,4,1500.0,5.0,3.0,233.0
Super built-up  Area,Ready To Move,Vittal Mallya Road,2,1030.0,2.0,2.0,300.0
Super built-up  Area,Ready To Move,Brindavan Nagar,3,1520.0,3.0,2.0,111.0
Built-up  Area,Ready To Move,Dena Bank Colony,3,1391.0,2.0,3.0,64.5
Plot  Area,Ready To Move,Kadabagere,4,1200.0,4.0,2.0,86.0
Plot  Area,Ready To Move,1st Block HBR Layout,5,2500.0,6.0,3.0,500.0
Super built-up  Area,Ready To Move,Seetharampalya,2,1250.0,2.0,2.0,90.0
Super built-up  Area,Ready To Move,High grounds,3,1900.0,2.0,2.0,190.0
Built-up  Area,Ready To Move,Doddabidrakallu,2,900.0,2.0,1.0,33.0
Super built-up  Area,18-May,Shanti Nagar,3,1602.0,2.0,1.0,170.0
Super built-up  Area,Ready To Move,Jnana Ganga Nagar,2,1230.0,2.0,2.0,70.0
Super built-up  Area,Ready To Move,Ejipura,3,1600.0,3.0,3.0,95.0
Built-up  Area,Ready To Move,Lingarajapuram,1,450.0,1.0,2.0,60.0
Super built-up  Area,Ready To Move,Austin Town,1,600.0,2.0,0.0,23.0
Built-up  Area,Ready To Move,Dollar Scheme Colony,4,3463.0,6.0,0.0,310.0
Plot  Area,Ready To Move,Jinkethimmanahalli,2,1200.0,2.0,0.0,85.0
Super built-up  Area,18-Jun,Kothnoor Dinne,2,1200.0,2.0,2.0,35.0
Built-up  Area,Ready To Move,Devi Nagar,2,1200.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,New Gurappana Palya,3,2000.0,4.0,2.0,130.0
Plot  Area,Ready To Move,Guddadahalli,4,1350.0,4.0,2.0,140.0
Super built-up  Area,Ready To Move,Vasanthpura,3,995.0,2.0,2.0,34.82
Plot  Area,Ready To Move,Kasthuri Nagar East Of NGEF,6,2400.0,7.0,2.0,460.0
Super built-up  Area,Ready To Move,VGP Layout,2,1000.0,2.0,1.0,44.0
Super built-up  Area,18-Jul,"TR Mill Road, Chamarajpet",2,1175.0,2.0,2.0,79.0
Built-up  Area,Ready To Move,Ittamadu,2,1200.0,2.0,0.0,43.0
Super built-up  Area,Ready To Move,Ganga Nagar,2,1112.0,2.0,3.0,68.0
Super built-up  Area,Ready To Move,Medahalli,2,990.0,2.0,3.0,35.0
Built-up  Area,Ready To Move,Green View Layout,2,1107.0,2.0,2.0,40.0
Built-up  Area,Ready To Move,Maruthi Nagar,2,1158.0,2.0,3.0,75.0
Plot  Area,Ready To Move,Nandi Hills,4,3200.0,4.0,2.0,200.0
Plot  Area,17-Dec,HAL 2nd Stage,2,600.0,3.0,2.0,145.0
Built-up  Area,18-Dec,Huskur,2,1125.0,2.0,1.0,32.49
Super built-up  Area,Ready To Move,Ramesh Nagar,2,1200.0,2.0,0.0,90.0
Super built-up  Area,Ready To Move,BEML Layout,2,1200.0,2.0,2.0,67.0
Super built-up  Area,Ready To Move,Chokkanahalli,2,1266.67,2.0,0.0,69.0
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3,1800.0,3.0,2.0,90.0
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,3,1300.0,3.0,2.0,64.0
Plot  Area,Ready To Move,NS Palya,2,2000.0,2.0,1.0,160.0
Super built-up  Area,Ready To Move,Kundalahalli Colony,3,1800.0,3.0,3.0,95.0
Super built-up  Area,Ready To Move,Ganga Nagar,3,1410.0,3.0,2.0,65.0
Plot  Area,Ready To Move,Jakkasandra Extension,4,2679.0,5.0,2.0,280.0
Plot  Area,18-Mar,T.C PALYA,2,1230.0,2.0,0.0,75.0
Built-up  Area,Ready To Move,Chennappa Layout,2,1080.0,2.0,2.0,44.8
Carpet  Area,Ready To Move,Doddabommasandra,8,3150.0,5.0,2.0,145.0
Plot  Area,Ready To Move,Nagadevanahalli,2,2400.0,2.0,2.0,135.0
Plot  Area,Ready To Move,tc.palya,2,880.0,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Subash Nagar,2,1150.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,2,1194.0,2.0,0.0,55.0
Built-up  Area,Ready To Move,Chokkahalli,3,2000.0,3.0,1.0,90.0
Built-up  Area,Ready To Move,Bellari Road,2,1025.0,2.0,0.0,42.5
Super built-up  Area,Ready To Move,Ashirvad Colony,2,1022.0,2.0,2.0,57.0
Plot  Area,Ready To Move,Akshya Nagar,2,1200.0,2.0,1.0,76.0
Super built-up  Area,Ready To Move,Telecom Layout,2,1200.0,1.0,1.0,54.0
Super built-up  Area,Ready To Move,Vikram Nagar,2,950.0,2.0,2.0,38.0
Super built-up  Area,Ready To Move,Amblipura,3,1605.0,3.0,2.0,100.0
Built-up  Area,Ready To Move,Doddakammanahalli,3,1542.0,3.0,2.0,98.0
Built-up  Area,Ready To Move,Sarvabhouma Nagar,2,1012.0,2.0,0.0,42.0
Super built-up  Area,Ready To Move,Shampura,3,1700.0,3.0,3.0,75.0
Built-up  Area,Ready To Move,MS Pallya,5,3600.0,5.0,0.0,110.0
Super built-up  Area,Ready To Move,ITI Layout,2,1333.0,2.0,2.0,77.27
Built-up  Area,Ready To Move,Herohalli,3,1100.0,3.0,1.0,110.0
Built-up  Area,Ready To Move,Doopanahalli,2,1050.0,2.0,1.0,70.0
Built-up  Area,18-Dec,Huskur,2,1140.0,2.0,1.0,32.92
Plot  Area,Ready To Move,Nagasandra,4,1310.0,3.0,3.0,95.0
Super built-up  Area,Ready To Move,Devi Nagar,3,2000.0,3.0,2.0,105.0
Super built-up  Area,Ready To Move,Virupakshapura,2,1075.0,2.0,1.0,55.0
Plot  Area,Ready To Move,Muthyala Nagar,4,1200.0,4.0,2.0,165.0
Built-up  Area,Ready To Move,Richmond Town,3,1100.0,2.0,1.0,145.0
Built-up  Area,Ready To Move,Samethanahalli,2,1069.0,2.0,1.0,55.0
Plot  Area,Ready To Move,Kyalasanahalli,3,1200.0,3.0,2.0,99.0
Built-up  Area,Ready To Move,Coconut Grove Layout,2,1007.0,2.0,2.0,43.0
Super built-up  Area,Ready To Move,Amrita Nagar,6,4250.0,6.0,3.0,150.0
Super built-up  Area,Ready To Move,Austin Town,2,1000.0,2.0,1.0,60.0
Built-up  Area,Ready To Move,Venkatapura,3,5720.0,3.0,0.0,350.0
Super built-up  Area,Ready To Move,Kadabagere,2,675.0,1.0,1.0,15.0
Super built-up  Area,Ready To Move,Kodbisanhalli,2,1012.0,2.0,1.0,59.0
Built-up  Area,Ready To Move,Kumara Park,2,1150.0,2.0,0.0,250.0
Built-up  Area,Ready To Move,Anand Nagar,2,1800.0,2.0,0.0,300.0
Super built-up  Area,Ready To Move,Akshaya Vana,3,1280.0,2.0,2.0,49.0
Built-up  Area,Ready To Move,Peenya,4,1200.0,4.0,1.0,140.0
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,1350.0,2.0,2.0,47.25
Plot  Area,Ready To Move,Gowdanapalya,2,600.0,2.0,2.0,39.0
Super built-up  Area,Ready To Move,Nagadevanahalli,3,1240.0,2.0,2.0,65.0
Built-up  Area,Ready To Move,Ashwathnagar,2,1100.0,2.0,2.0,55.0
Super built-up  Area,20-Nov,RR Layout,3,1700.0,3.0,2.0,111.0
Super built-up  Area,Ready To Move,Vinayaka Nagar,2,1340.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Gollahalli,2,1600.0,2.0,1.0,31.0
Built-up  Area,Ready To Move,Billapura,3,1780.0,3.0,0.0,110.0
Built-up  Area,Ready To Move,Srirampuram,1,650.0,1.0,3.0,500.0
Plot  Area,Ready To Move,MS Pallya,5,1800.0,4.0,1.0,68.0
Plot  Area,Ready To Move,Srinagar,3,1080.0,3.0,2.0,149.0
Built-up  Area,Ready To Move,KHB Colony Extension,3,900.0,2.0,0.0,65.0
Super built-up  Area,Ready To Move,Devasthanagalu,2,946.0,2.0,2.0,45.0
Plot  Area,Ready To Move,Attur Layout,4,1200.0,3.0,2.0,160.0
Super built-up  Area,Ready To Move,Kaverappa Layout,3,1540.0,3.0,3.0,85.0
Plot  Area,Ready To Move,2nd Phase JP Nagar,3,1200.0,3.0,1.0,190.0
Super built-up  Area,Ready To Move,Dollars Layout,3,2456.0,3.0,3.0,220.0
Super built-up  Area,17-Oct,Divya Unnathi Layout,3,1610.0,2.0,2.0,64.4
Plot  Area,Ready To Move,Anjana Nagar,2,1530.0,2.0,1.0,185.0
Plot  Area,Ready To Move,Subramanya Nagar,1,840.0,1.0,1.0,150.0
Super built-up  Area,Ready To Move,Janatha Colony,3,1439.0,3.0,1.0,57.23
Super built-up  Area,Ready To Move,Silk Board,3,1435.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Jakkur Plantation,3,1717.0,3.0,3.0,120.0
Super built-up  Area,Ready To Move,Doddakammanahalli,3,1409.0,2.0,3.0,62.0
Super built-up  Area,Ready To Move,Veersandra,2,1250.0,2.0,1.0,50.0
Built-up  Area,Ready To Move,Munivenkatppa Layout,2,1475.0,2.0,2.0,171.0
Plot  Area,Ready To Move,Lakshmipura,2,1225.0,2.0,0.0,65.0
Built-up  Area,Ready To Move,Harsha Layout,1,650.0,1.0,0.0,16.0
Super built-up  Area,Ready To Move,Tata Nagar,3,1750.0,3.0,3.0,75.0
Super built-up  Area,Ready To Move,Sathya Layout,3,1504.0,2.0,2.0,102.0
Super built-up  Area,Ready To Move,New Thippasandra,2,1116.0,2.0,1.0,49.8
Super built-up  Area,Ready To Move,Chennammana Kere,4,1800.0,4.0,1.0,145.0
Plot  Area,Ready To Move,BEML Layout,3,1200.0,5.0,2.0,325.0
Super built-up  Area,Ready To Move,Shanti Nagar,4,3000.0,4.0,2.0,240.0
Super built-up  Area,Ready To Move,Tigalarpalya,2,1150.0,2.0,1.0,60.0
Carpet  Area,Ready To Move,2nd Block Bel Layout,3,1625.0,3.0,3.0,92.0
Super built-up  Area,Ready To Move,sarjapura main road,4,2400.0,4.0,3.0,250.0
Super built-up  Area,Ready To Move,Kumbena Agrahara,2,1180.0,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Coconut Grove Layout,2,1272.0,2.0,2.0,51.5
Super built-up  Area,Ready To Move,Hiremath Layout,3,1490.0,2.0,1.0,92.0
Plot  Area,17-Aug,Anekal - Hosur Road,4,2400.0,5.0,2.0,140.0
Super built-up  Area,17-Jun,Nallurhalli,2,1044.0,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Akshayanagara East,3,1595.0,3.0,2.0,70.39
Super built-up  Area,Ready To Move,Ashwath Nagar,3,1640.0,3.0,3.0,84.0
Super built-up  Area,Ready To Move,MCECHS  layout,2,1200.0,2.0,2.0,54.0
Super built-up  Area,Ready To Move,4th Block Jayanagar,3,1567.2,2.0,0.0,190.0
Built-up  Area,Ready To Move,Jyothi Nagar,2,959.0,2.0,1.0,42.5
Super built-up  Area,Ready To Move,Akshaya Vana,2,1141.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2,1293.0,2.0,2.0,75.0
Super built-up  Area,Ready To Move,Silver Springs Layout,3,1885.0,3.0,3.0,90.0
Super built-up  Area,Ready To Move,Vasanthapura,2,1050.0,2.0,2.0,47.0
Super built-up  Area,Ready To Move,Canara Bank Colony,3,1374.0,2.0,2.0,88.0
Super built-up  Area,Ready To Move,Crimson Layout,2,1250.0,2.0,2.0,60.0
Super built-up  Area,18-May,Virat Nagar,2,1110.0,2.0,2.0,52.0
Plot  Area,18-Apr,Yemlur,4,11000.0,5.0,3.0,2000.0
Built-up  Area,18-Mar,Ramamurthy Nagar Extension,3,1350.0,3.0,2.0,48.6
Plot  Area,Ready To Move,"2nd phase jp nagar, jp nagar",3,1200.0,3.0,1.0,205.0
Built-up  Area,18-May,Mathikere Extension,4,2000.0,2.0,1.0,160.0
Super built-up  Area,Ready To Move,Ashwini layout,1,834.0,1.0,1.0,62.0
Plot  Area,Ready To Move,Moodalapalya,1,600.0,1.0,0.0,52.0
Plot  Area,Ready To Move,BEML Layout 5th Stage,4,1200.0,5.0,2.0,325.0
Super built-up  Area,Ready To Move,Cholanayakanahalli,4,2000.0,4.0,1.0,135.0
Super built-up  Area,Ready To Move,Jakkur Plantation,3,2750.0,3.0,2.0,260.0
Plot  Area,Ready To Move,4th T block Jayanagar,4,2400.0,4.0,2.0,480.0
Built-up  Area,Ready To Move,Canara Bank Colony,2,900.0,2.0,3.0,35.0
Super built-up  Area,18-Apr,Kamdhenu Nagar,2,1000.0,2.0,1.0,46.0
Super built-up  Area,Ready To Move,Vinayaka Nagar,2,1200.0,2.0,2.0,52.0
Plot  Area,Ready To Move,HAL 2nd Stage,3,2700.0,3.0,0.0,500.0
Super built-up  Area,Ready To Move,Brindavan Nagar,2,1280.0,2.0,2.0,90.0
Built-up  Area,Ready To Move,Reliaable Tranquil Layout,2,1190.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,RMV,3,2075.0,3.0,1.0,175.0
Super built-up  Area,Ready To Move,Pattanagere,3,1900.0,3.0,0.0,65.0
Plot  Area,Ready To Move,Himagiri Meadows,3,1240.0,4.0,1.0,180.0
Super built-up  Area,18-Nov,Govindpura,3,1578.0,3.0,1.0,73.9
Super built-up  Area,Ready To Move,Narayanappa Garden,2,1475.0,2.0,1.0,70.0
Super built-up  Area,Ready To Move,Hanumantha Nagar,2,2400.0,2.0,3.0,125.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,2,1200.0,2.0,1.0,200.0
