area_type,availability,location,bhk,total_sqft,bath,balcony,price_per_sqft,price
Plot  Area,Ready To Move,Sarjapur,4,3508.0,4.0,1.0,11003.420752565564,386.0
Plot  Area,Ready To Move,Versova Layout,4,3700.0,4.0,2.0,10810.81081081081,400.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2,1354.0,2.0,2.0,5169.8670605613,70.0
Super built-up  Area,Ready To Move,Basavangudi,4,2453.0,3.0,2.0,10191.602119853242,250.0
Super built-up  Area,Ready To Move,Garudachar Palya,2,1154.0,2.0,1.0,4488.734835355286,51.8
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680.0,2.0,3.0,5476.190476190476,92.0
Super built-up  Area,18-May,Electronics City Phase 1,2,1205.0,2.0,2.0,4979.253112033195,60.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,1400.0,2.0,2.0,6142.857142857143,86.0
Carpet  Area,Ready To Move,Doopanahalli,3,1625.0,3.0,1.0,9230.76923076923,150.0
Built-up  Area,Ready To Move,Electronic City,3,1500.0,3.0,1.0,4866.666666666667,73.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1520.0,2.0,3.0,5263.1578947368425,80.0
Built-up  Area,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2,1300.0,3.0,1.0,5000.0,65.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2,1150.0,2.0,2.0,4086.9565217391305,47.0
Super built-up  Area,18-Apr,Kadugodi,3,1762.0,3.0,3.0,6186.152099886493,109.0
Super built-up  Area,Ready To Move,Budigere,2,1153.0,2.0,2.0,5030.3555941023415,58.0
Super built-up  Area,Ready To Move,Yelahanka,4,2650.0,4.0,1.0,8415.094339622641,223.0
Super built-up  Area,Ready To Move,Sompura,3,1350.0,2.0,2.0,3481.4814814814813,47.0
Super built-up  Area,Ready To Move,Billekahalli,2,950.0,2.0,2.0,5894.736842105263,56.0
Super built-up  Area,Ready To Move,Jakkur,3,3295.0,3.0,3.0,9408.194233687405,310.0
Super built-up  Area,Ready To Move,Coconut Grove Layout,3,1515.0,3.0,3.0,5313.531353135313,80.5
Super built-up  Area,Ready To Move,Neeladri Nagar,2,1100.0,2.0,2.0,2727.2727272727275,30.0
Super built-up  Area,Ready To Move,Byrasandra,2,1250.0,2.0,2.0,5200.0,65.0
Built-up  Area,Ready To Move,HBR Layout,2,1200.0,2.0,0.0,10000.0,120.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,7,2500.0,8.0,3.0,3800.0,95.0
Plot  Area,Ready To Move,Hoskote,4,1200.0,4.0,2.0,8333.333333333334,100.0
Super built-up  Area,Ready To Move,Yelahanka,3,1355.0,2.0,2.0,3800.7380073800737,51.5
Super built-up  Area,18-May,Dominic Layout,3,1115.0,3.0,1.0,3510.3139013452915,39.14
Super built-up  Area,18-Apr,8th Phase JP Nagar,3,1275.0,3.0,2.0,3529.4117647058824,45.0
Super built-up  Area,19-Sep,Padmanabhanagar,3,2051.0,3.0,2.0,8288.639687957095,170.0
Super built-up  Area,Ready To Move,BTM Layout,3,1470.0,2.0,2.0,6734.693877551021,99.0
Super built-up  Area,Ready To Move,Silver Springs Layout,3,1550.0,2.0,3.0,4516.129032258064,70.0
Built-up  Area,Ready To Move,Bannerghatta Road,3,1270.0,2.0,1.0,5748.031496062992,73.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,3,1600.0,3.0,3.0,10625.0,170.0
Super built-up  Area,Ready To Move,Kudlu Gate,3,1320.0,2.0,2.0,3787.878787878788,50.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3,2505.0,3.0,2.0,6586.826347305389,165.0
Super built-up  Area,Ready To Move,Whitefield,2,1200.0,2.0,3.0,5833.333333333333,70.0
Super built-up  Area,18-Oct,Chennammana Kere,3,1705.0,2.0,1.0,5100.2932551319645,86.96
Super built-up  Area,Ready To Move,Electronic City,2,995.0,2.0,1.0,4824.120603015075,48.0
Built-up  Area,Ready To Move,Horamavu Banaswadi,2,1081.0,2.0,1.0,4810.360777058279,52.0
Super built-up  Area,18-Dec,Sonnenahalli,1,605.0,1.0,1.0,4998.347107438017,30.24
Built-up  Area,Ready To Move,Yelahanka,1,567.0,1.0,1.0,4409.171075837742,25.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2,1718.0,3.0,2.0,16006.9848661234,275.0
Super built-up  Area,20-Dec,Banashankari Stage VI,3,1410.5,2.0,0.0,4990.074441687346,70.385
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3,600.0,5.0,1.0,22500.0,135.0
Super built-up  Area,Ready To Move,Green Glen Layout,3,1715.0,3.0,2.0,6122.448979591837,105.0
Plot  Area,Ready To Move,Doddaballapur,4,3206.0,5.0,2.0,8421.70929507174,270.0
Plot  Area,Ready To Move,Kundalahalli,4,1500.0,4.0,2.0,15666.666666666666,235.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3,1846.0,3.0,2.0,6500.541711809317,120.0
Plot  Area,Ready To Move,Coconut Garden,3,600.0,3.0,1.0,15000.0,90.0
Super built-up  Area,Ready To Move,Whitefield,2,1015.0,2.0,3.0,5517.241379310345,56.0
Plot  Area,Ready To Move,Dollars Colony,4,4350.0,8.0,2.0,59770.11494252874,2600.0
Super built-up  Area,Ready To Move,Thanisandra,2,1100.0,2.0,1.0,3272.7272727272725,36.0
Super built-up  Area,Ready To Move,Thanisandra,3,1965.0,4.0,2.0,6361.323155216285,125.0
Super built-up  Area,Ready To Move,NGR Layout,2,1021.0,2.0,2.0,4495.592556317336,45.9
Super built-up  Area,18-Apr,Haralur Road,2,1230.0,2.0,1.0,5500.000000000001,67.65
Super built-up  Area,Ready To Move,Uttarahalli,2,1260.0,2.0,2.0,4365.079365079365,55.0
Plot  Area,Ready To Move,Indira Nagar,4,2400.0,4.0,1.0,29166.666666666668,700.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1894.0,4.0,1.0,6019.007391763464,114.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6,1500.0,4.0,2.0,15533.333333333334,233.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2,1231.0,2.0,3.0,5361.494719740049,66.0
Built-up  Area,Ready To Move,R.T. Nagar,4,1800.0,3.0,0.0,6666.666666666667,120.0
Super built-up  Area,Ready To Move,KAMAKIYA,3,1650.0,3.0,2.0,8181.818181818182,135.0
Plot  Area,Ready To Move,Kirloskar Layout,5,750.0,3.0,1.0,11733.333333333334,88.0
Super built-up  Area,Ready To Move,Begur,3,1443.0,2.0,2.0,4851.004851004851,70.0
Plot  Area,Ready To Move,Ramamurthy Nagar,4,886.0,4.0,2.0,13544.018058690745,120.0
Super built-up  Area,Ready To Move,Wheelers Road,2,925.0,2.0,1.0,7351.351351351352,68.0
Super built-up  Area,18-Sep,Chandapura,3,1305.0,3.0,1.0,2550.191570881226,33.28
Super built-up  Area,Ready To Move,Alfa Garden Layout,2,1190.0,2.0,2.0,3900.0,46.41
Super built-up  Area,Ready To Move,Uttarahalli,2,1284.0,2.0,2.0,4155.763239875389,53.36
Plot  Area,Ready To Move,MM Layout,4,350.0,3.0,1.0,12857.142857142857,45.0
Plot  Area,Ready To Move,Palace Guttahalli,3,875.0,3.0,1.0,13142.857142857143,115.0
Built-up  Area,Ready To Move,Chikkalasandra,2,1325.0,2.0,1.0,4452.830188679245,59.0
Plot  Area,Ready To Move,Sector 6 HSR Layout,6,2400.0,5.0,2.0,31250.0,750.0
Super built-up  Area,18-Jun,Kudlu Gate,2,1183.0,2.0,1.0,6723.584108199494,79.54
Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,3,1750.0,3.0,2.0,5714.285714285715,100.0
Super built-up  Area,Ready To Move,Nagashetty Halli,4,16335.0,4.0,2.0,912.1518212427303,149.0
Super built-up  Area,Ready To Move,Doddagubbi,1,747.0,1.0,2.0,3614.4578313253014,27.0
Super built-up  Area,Ready To Move,Electronic City,2,1342.0,2.0,1.0,6706.408345752608,90.0
Super built-up  Area,Ready To Move,Motappa Layout,2,1113.0,2.0,1.0,4672.057502246182,52.0
Super built-up  Area,Ready To Move,Devarabeesana Halli,3,1738.0,3.0,2.0,6329.113924050633,110.0
Super built-up  Area,Ready To Move,Brookefield,2,1206.0,2.0,2.0,7462.686567164179,90.0
Super built-up  Area,19-Mar,Hebbal,4,2790.0,4.0,3.0,7096.774193548387,198.0
Super built-up  Area,18-Mar,Hebbal,2,1162.0,2.0,1.0,5077.452667814114,59.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2,1194.0,2.0,2.0,3852.5963149078725,46.0
Built-up  Area,Ready To Move,Sarjapur  Road,3,1857.0,4.0,3.0,8346.795907377491,155.0
Built-up  Area,Ready To Move,Kattigenahalli,6,3500.0,6.0,2.0,3285.714285714286,115.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2,1763.0,3.0,2.0,13613.159387407828,240.0
Super built-up  Area,Ready To Move,Uttarahalli,2,1150.0,2.0,1.0,3999.1304347826085,45.99
Plot  Area,Ready To Move,Koramangala,4,2400.0,5.0,3.0,22916.666666666668,550.0
Super built-up  Area,Ready To Move,Chikkalasandra,2,1290.0,2.0,2.0,5581.395348837209,72.0
Built-up  Area,Ready To Move,Thubarahalli,4,3408.0,5.0,2.0,4254.694835680752,145.0
Built-up  Area,Ready To Move,HBR Layout,2,900.0,2.0,1.0,16111.111111111111,145.0
Built-up  Area,Ready To Move,Sanjay nagar,2,1150.0,2.0,0.0,6086.95652173913,70.0
Plot  Area,Ready To Move,Banashankari,3,1040.0,2.0,1.0,10480.76923076923,109.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2,1160.0,2.0,2.0,5524.137931034483,64.08
Super built-up  Area,Ready To Move,Soundarya Layout,2,900.0,2.0,2.0,3000.0,27.0
Plot  Area,Ready To Move,Sarjapur  Road,4,1750.0,3.0,1.0,10571.42857142857,185.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,4,2240.0,4.0,2.0,7142.857142857143,160.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,891.0,2.0,1.0,2918.0695847362513,26.0
Plot  Area,Ready To Move,Udaya Nagar,5,1000.0,4.0,3.0,8000.0,80.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1852.0,3.0,2.0,6749.460043196545,125.0
Super built-up  Area,Ready To Move,Chandapura,3,1323.0,2.0,1.0,3174.6031746031745,42.0
Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2.0,1.0,4807.692307692308,67.5
Built-up  Area,Ready To Move,Dodda Nekkundi,2,1370.0,2.0,2.0,4379.56204379562,60.0
Super built-up  Area,Ready To Move,Uttarahalli,3,1385.0,2.0,2.0,3500.361010830325,48.48
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,1129.0,2.0,1.0,4428.697962798937,50.0
Super built-up  Area,Ready To Move,Mahalakshmi Layout,3,1876.0,3.0,1.0,7995.735607675906,150.0
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3,1720.0,3.0,1.0,5523.2558139534885,95.0
Plot  Area,Ready To Move,Jalahalli East,4,1200.0,4.0,1.0,6666.666666666667,80.0
Super built-up  Area,Ready To Move,Mysore Road,2,1175.0,2.0,2.0,7377.021276595745,86.68
Super built-up  Area,Ready To Move,Nagawara Junction,1,500.0,1.0,2.0,10200.0,51.0
Plot  Area,Ready To Move,Dasappa Layout,5,1200.0,5.0,2.0,7083.333333333333,85.0
Built-up  Area,Ready To Move,Electronic City Phase II,1,1200.0,1.0,0.0,24583.333333333332,295.0
Super built-up  Area,19-Jan,Hosa Road,3,1893.0,3.0,2.0,6867.406233491812,130.0
Super built-up  Area,Ready To Move,Whitefield,3,1430.0,3.0,2.0,3636.3636363636365,52.0
Built-up  Area,Ready To Move,Green View Layout,2,850.0,2.0,2.0,5294.117647058823,45.0
Super built-up  Area,17-Mar,CV Raman Nagar,2,1392.0,2.0,1.0,7902.298850574713,110.0
Super built-up  Area,21-Mar,Kanakpura Road,3,1938.0,3.0,3.0,5417.956656346749,105.0
Super built-up  Area,18-Oct,Chennammanakere Achukattu,2,1020.0,2.0,2.0,5098.0392156862745,52.0
Plot  Area,Ready To Move,"beml layout, basaveshwara nagar",3,2400.0,2.0,1.0,15000.0,360.0
Super built-up  Area,Ready To Move,HBR Layout,3,1832.0,3.0,2.0,8733.624454148472,160.0
Super built-up  Area,Ready To Move,Konanakunte,3,1423.0,2.0,2.0,5973.295853829937,85.0
Super built-up  Area,Ready To Move,Jakkur,2,1432.0,2.0,1.0,5935.754189944134,85.0
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4,1350.0,4.0,3.0,17407.40740740741,235.0
Plot  Area,Ready To Move,BTM 2nd Stage,8,1500.0,6.0,0.0,18000.0,270.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3,1480.0,3.0,2.0,4391.891891891892,65.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1843.0,3.0,2.0,5219.750406945198,96.2
Plot  Area,Ready To Move,Lingarajapuram,3,760.0,4.0,2.0,12500.0,95.0
Super built-up  Area,18-Dec,Hulimavu,3,1916.0,2.0,1.0,7828.8100208768265,150.0
Super built-up  Area,Ready To Move,Yelenahalli,2,1160.0,2.0,2.0,3800.0,44.08
Super built-up  Area,18-Jun,Old Madras Road,2,2640.0,2.0,1.0,6439.393939393939,170.0
Super built-up  Area,Ready To Move,Bommanahalli,2,1160.0,2.0,3.0,4568.9655172413795,53.0
Built-up  Area,Ready To Move,Lakshminarayana Pura,2,1200.0,2.0,1.0,6666.666666666667,80.0
Carpet  Area,Ready To Move,Ramagondanahalli,3,1500.0,3.0,3.0,6666.666666666667,100.0
Super built-up  Area,18-May,Electronic City Phase II,3,1336.0,2.0,3.0,3768.7125748502995,50.35
Built-up  Area,Ready To Move,Choodasandra,2,1065.0,2.0,1.0,4319.24882629108,46.0
Super built-up  Area,Ready To Move,Hebbal,2,1294.0,2.0,1.0,8887.171561051005,115.0
Super built-up  Area,Ready To Move,Rachenahalli,3,1550.0,3.0,2.0,4419.354838709677,68.5
Super built-up  Area,Ready To Move,Bank Of Baroda Colony,2,1005.0,2.0,2.0,3980.0995024875624,40.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1430.0,2.0,1.0,7132.867132867133,102.0
Super built-up  Area,18-Dec,Frazer Town,4,4100.0,4.0,3.0,16097.560975609756,660.0
Super built-up  Area,22-Jun,Hoodi,3,1660.0,3.0,2.0,7530.120481927711,125.0
Super built-up  Area,Ready To Move,Thanisandra,3,1430.0,2.0,3.0,3916.083916083916,56.0
Super built-up  Area,Ready To Move,Hennur Road,3,1470.0,2.0,1.0,5102.040816326531,75.0
Super built-up  Area,Ready To Move,Jalahalli,2,1045.0,2.0,1.0,7346.411483253589,76.77
Super built-up  Area,Ready To Move,Hebbal,4,4225.0,6.0,0.0,8497.041420118343,359.0
Built-up  Area,Ready To Move,Anjanapura,2,950.0,2.0,0.0,3157.8947368421054,30.0
Super built-up  Area,Ready To Move,Doddathoguru,3,1382.0,3.0,1.0,4703.328509406657,65.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2,930.0,2.0,2.0,4946.236559139785,46.0
Super built-up  Area,Ready To Move,Vijinapura,2,1290.0,2.0,2.0,5577.519379844961,71.95
Built-up  Area,Ready To Move,Whitefield,3,1010.0,2.0,1.0,4455.445544554455,45.0
Built-up  Area,Ready To Move,Brookefield,4,3050.0,4.0,2.0,4262.295081967213,130.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2,1200.0,2.0,2.0,5916.666666666667,71.0
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,3,1650.0,3.0,2.0,8484.848484848484,140.0
Super built-up  Area,Ready To Move,Budigere,3,1636.0,3.0,2.0,5378.973105134474,88.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2367.0,3.0,2.0,13519.22264469793,320.0
Super built-up  Area,Ready To Move,Budigere,2,1153.0,2.0,2.0,4904.596704249783,56.55
Super built-up  Area,Ready To Move,Hegde Nagar,3,2087.01,4.0,2.0,7666.470213367448,160.0
Super built-up  Area,Ready To Move,LB Shastri Nagar,2,1200.0,2.0,1.0,3916.6666666666665,47.0
Super built-up  Area,Ready To Move,HSR Layout,3,1844.0,3.0,1.0,4826.46420824295,89.0
Super built-up  Area,Ready To Move,Begur Road,2,1215.0,2.0,1.0,3600.8230452674898,43.75
Super built-up  Area,18-Jul,Sarjapur  Road,2,1194.0,2.0,1.0,4773.869346733668,57.0
Built-up  Area,Ready To Move,Chennappa Layout,2,1220.0,2.0,2.0,4262.295081967213,52.0
Built-up  Area,Ready To Move,1st Block HBR Layout,4,3150.0,4.0,2.0,4761.9047619047615,150.0
Super built-up  Area,18-May,Bommasandra,2,955.0,2.0,1.0,3975.916230366492,37.97
Built-up  Area,Ready To Move,Kadugondanahalli,5,2000.0,5.0,2.0,3750.0,75.0
Super built-up  Area,18-Aug,Magadi Road,2,884.0,2.0,1.0,5429.864253393665,48.0
Super built-up  Area,Ready To Move,Kathriguppe,2,1250.0,2.0,1.0,5500.0,68.75
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,2,7000.0,2.0,1.0,1928.5714285714287,135.0
Plot  Area,Ready To Move,Dodda Nekkundi,3,2400.0,4.0,2.0,12500.0,300.0
Super built-up  Area,Ready To Move,Harlur,4,2990.0,4.0,1.0,7525.083612040134,225.0
Super built-up  Area,Ready To Move,Bellandur,2,1195.0,2.0,1.0,4351.464435146443,52.0
Super built-up  Area,Ready To Move,Sadhguru Layout,1,2559.0,1.0,1.0,2149.2770613520906,55.0
Built-up  Area,18-Mar,Begur,2,1200.0,2.0,1.0,2750.0,33.0
Super built-up  Area,18-Nov,Sarjapur  Road,2,984.0,2.0,1.0,4649.390243902439,45.75
Super built-up  Area,Ready To Move,Bommasandra,2,1089.0,2.0,1.0,3673.094582185491,40.0
Super built-up  Area,19-Mar,Hennur Road,2,1165.0,2.0,1.0,4463.519313304721,52.0
Super built-up  Area,Ready To Move,Chandapura,1,410.0,1.0,1.0,2439.0243902439024,10.0
Super built-up  Area,18-Dec,Hennur,3,1482.0,3.0,1.0,7422.402159244264,110.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,2,1200.0,2.0,1.0,5666.666666666667,68.0
Super built-up  Area,18-Apr,Hormavu,3,1166.0,2.0,2.0,2999.1423670668955,34.97
Super built-up  Area,Ready To Move,Chikkalasandra,3,1275.0,2.0,2.0,4349.803921568628,55.46
Super built-up  Area,Ready To Move,Mico Layout,2,1140.0,2.0,2.0,3771.9298245614036,43.0
Plot  Area,Ready To Move,Hegde Nagar,4,3734.0,5.0,1.0,11515.800749866095,430.0
Super built-up  Area,Ready To Move,Tejaswini Nagar,1,720.0,1.0,2.0,3888.8888888888887,28.0
Plot  Area,18-Apr,Nagarbhavi,3,1200.0,3.0,2.0,19000.0,228.0
Built-up  Area,Ready To Move,Richards Town,2,1100.0,2.0,1.0,8181.818181818182,90.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2,1162.0,2.0,2.0,8500.0,98.77
Built-up  Area,Ready To Move,Ramamurthy Nagar,1,540.0,1.0,0.0,6481.481481481482,35.0
Super built-up  Area,Ready To Move,Rachenahalli,3,1550.0,2.0,2.0,4741.935483870968,73.5
Plot  Area,Ready To Move,R.T. Nagar,3,1300.0,3.0,2.0,11153.846153846154,145.0
Plot  Area,Ready To Move,Ullal Road,5,1200.0,5.0,1.0,10833.333333333334,130.0
Super built-up  Area,Ready To Move,Chikbasavanapura,2,1220.0,2.0,2.0,4918.0327868852455,60.0
Super built-up  Area,Ready To Move,Doddathoguru,2,964.0,2.0,1.0,6431.535269709543,62.0
Built-up  Area,21-Dec,"Electronic City Phase 1,",3,1500.0,3.0,2.0,3333.3333333333335,50.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3,1347.0,2.0,1.0,3266.5181885671864,44.0
Super built-up  Area,Ready To Move,"JP Nagar 8th Phase,",4,5000.0,5.0,2.0,5000.0,250.0
Built-up  Area,Ready To Move,Bannerghatta Road,4,3000.0,4.0,2.0,4666.666666666667,140.0
Super built-up  Area,18-Jun,Bannerghatta,2,1120.0,2.0,1.0,3794.6428571428573,42.5
Super built-up  Area,Ready To Move,Lake City,1,600.0,1.0,1.0,3800.0,22.8
Super built-up  Area,18-Dec,Whitefield,3,2321.0,4.0,1.0,6764.325721671693,157.0
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1,540.0,1.0,2.0,4444.444444444444,24.0
Built-up  Area,Ready To Move,Hebbal,2,1150.0,2.0,1.0,4956.521739130435,57.0
Built-up  Area,Ready To Move,Sonnenahalli,3,1484.0,3.0,1.0,5053.908355795148,75.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3,1680.0,2.0,2.0,4047.6190476190477,68.0
Super built-up  Area,Ready To Move,Byagadadhenahalli,2,620.0,2.0,1.0,3709.6774193548385,23.0
Super built-up  Area,Ready To Move,Dodda Banaswadi,3,1650.0,3.0,2.0,4727.272727272727,78.0
Super built-up  Area,18-Apr,Chuchangatta Colony,3,1250.0,3.0,2.0,3520.0,44.0
Super built-up  Area,18-Aug,Hanuman Nagar,3,2072.0,3.0,2.0,5212.355212355213,108.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1105.0,2.0,2.0,3619.9095022624433,40.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2,1200.0,2.0,2.0,5041.666666666667,60.5
Built-up  Area,Ready To Move,Kumaraswami Layout,7,3100.0,7.0,3.0,4677.419354838709,145.0
Plot  Area,Ready To Move,Whitefield,4,4007.0,4.0,3.0,13226.853007237334,530.0
Super built-up  Area,Ready To Move,Electronic City,2,550.0,2.0,1.0,2909.090909090909,16.0
Super built-up  Area,Ready To Move,Banashankari,3,1340.0,2.0,2.0,4000.0,53.6
Super built-up  Area,Ready To Move,Rajaji Nagar,3,2409.0,3.0,3.0,16396.84516396845,395.0
Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2.0,1.0,5216.69341894061,65.0
Built-up  Area,Ready To Move,Old Airport Road,2,1055.0,2.0,3.0,7109.004739336493,75.0
Super built-up  Area,18-Dec,Hosa Road,3,1541.0,3.0,1.0,4517.1966255678135,69.61
Built-up  Area,Ready To Move,Harlur,2,1370.0,2.0,2.0,6423.3576642335765,88.0
Super built-up  Area,Ready To Move,Whitefield,2,1224.0,2.0,2.0,6127.450980392156,75.0
Plot  Area,Ready To Move,Kengeri Satellite Town,4,650.0,2.0,1.0,8923.076923076924,58.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3,1676.0,3.0,2.0,5497.016706443914,92.13
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2,1154.0,2.0,1.0,4939.341421143848,57.0
Super built-up  Area,Ready To Move,Kanakpura Road,3,1610.0,3.0,3.0,4875.776397515528,78.5
Super built-up  Area,Ready To Move,Devasthanagalu,2,1057.0,2.0,1.0,3973.5099337748343,42.0
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2,1157.0,2.0,1.0,5617.9775280898875,65.0
Plot  Area,18-May,Doddagubbi,4,1200.0,4.0,1.0,7083.333333333333,85.0
Plot  Area,Ready To Move,Dasappa Layout,7,1500.0,7.0,3.0,8666.666666666666,130.0
Super built-up  Area,Ready To Move,Gulimangala,2,980.0,2.0,3.0,3571.4285714285716,35.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2,1140.0,2.0,1.0,3508.7719298245615,40.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1206.0,2.0,1.0,3374.7927031509125,40.7
Built-up  Area,Ready To Move,Electronic City Phase II,1,575.0,1.0,1.0,2913.0434782608695,16.75
Super built-up  Area,Ready To Move,Koramangala,3,1600.0,3.0,1.0,10625.0,170.0
Plot  Area,Ready To Move,1st Stage Indira Nagar,4,2400.0,4.0,1.0,20833.333333333332,500.0
Super built-up  Area,Ready To Move,Horamavu Agara,3,1300.0,2.0,2.0,4000.0,52.0
Super built-up  Area,18-Dec,Tunganagara,3,1270.0,2.0,1.0,2800.0,35.56
Super built-up  Area,18-Apr,Electronic City,2,1128.0,2.0,1.0,5629.432624113475,63.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,640.0,1.0,1.0,7031.25,45.0
Super built-up  Area,Ready To Move,4th T block Jayanagar,3,2400.0,3.0,2.0,7708.333333333333,185.0
Super built-up  Area,Ready To Move,Electronic City,1,589.0,1.0,1.0,4923.599320882852,29.0
Super built-up  Area,18-Apr,Electronic City,2,1125.0,2.0,1.0,2500.4444444444443,28.13
Plot  Area,Ready To Move,Sarjapur  Road,4,3150.0,4.0,2.0,15873.015873015873,500.0
Super built-up  Area,Ready To Move,Kundalahalli,2,1315.0,2.0,3.0,5627.376425855513,74.0
Super built-up  Area,Ready To Move,Bellandur,3,1435.0,2.0,2.0,8013.937282229966,115.0
Super built-up  Area,18-May,Kadugodi,2,1314.0,2.0,3.0,6088.2800608828,80.0
Super built-up  Area,Ready To Move,Koramangala,2,1260.0,2.0,1.0,7936.507936507936,100.0
Plot  Area,Ready To Move,Srirampura,7,1875.0,5.0,1.0,10240.0,192.0
Super built-up  Area,Ready To Move,Nagarbhavi,2,1080.0,2.0,1.0,4537.037037037037,49.0
Built-up  Area,Ready To Move,Nagasandra,8,4000.0,8.0,3.0,4000.0,160.0
Super built-up  Area,18-Feb,Mysore Road,3,1082.0,2.0,1.0,4158.964879852126,45.0
Super built-up  Area,Ready To Move,Jakkur,3,1150.0,3.0,2.0,5652.173913043478,65.0
Super built-up  Area,18-Dec,Hennur Road,2,1052.0,2.0,1.0,3300.380228136882,34.72
Super built-up  Area,Ready To Move,Yelahanka,2,1045.0,2.0,1.0,4306.2200956937795,45.0
Built-up  Area,Ready To Move,Kodigehaali,3,1442.0,3.0,2.0,5547.850208044383,80.0
Super built-up  Area,Ready To Move,Kaggadasapura,3,1500.0,2.0,2.0,5000.0,75.0
